SMILES,KELAS,C,O,B,N,P,S,F,Cl,Br,Z,@,I,COC,=,[O-],C=C,N+,C=O,:,.,-,+,[],(),#
C1CC(N(C1)C(=O)C(CCCN=C(N)N)N)C(=O)NCC(=O)NC(CC2=CC=CC=C2)C(=O)NC(CO)C(=O)N3CCCC3C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCCN=C(N)N)C(=O)O,2,29,7,0,11,0,0,0,0,0,6,0,0,0,9,0,3,0,0,0,0,0,0,0,13,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCCCN)NC(=O)C(C)N,2,30,8,0,8,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,14,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)N,2,29,6,0,7,0,1,0,0,0,5,0,0,0,8,0,5,0,0,0,0,0,0,0,12,0
CCC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NCC(=O)NC(CC4=CC=CC=C4)C(=O)NC(CO)C(=O)N5CCCC5C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)C(CCCCN)NC(=O)C7CCCN7C(=O)C(CC(C)C)NC(=O)C(CC(=O)O)N,2,33,8,0,11,0,0,0,0,0,5,0,0,0,9,0,1,0,0,0,0,0,0,0,13,0
CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C3CCCN3C(=O)C(C)N,2,28,8,0,9,0,0,0,0,0,4,0,0,0,9,0,3,0,0,0,0,0,0,0,15,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C3CCCN3,2,30,8,0,8,0,0,0,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,0,13,0
CC(C(C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC2C=NC=N2)C(=O)NCC(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC6=CC=CC=C6)N)O,2,31,7,0,12,0,0,0,0,0,5,0,0,0,10,0,2,0,0,0,0,0,0,0,12,0
CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(CC(=O)N)NC(=O)CNC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C2CCCN2C(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCSC)NC(=O)C(C(C)O)N,2,31,10,0,11,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,16,0
CSCCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CC1=CC=CC=C1)C(=O)NCC(=O)O)NC(=O)C(CC2C=NC=N2)NC(=O)CNC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CN,2,26,11,0,9,0,0,0,0,0,3,0,0,0,11,0,2,0,0,0,0,0,0,0,14,0
CC(C)C(C(=O)NC(CCCCN)C(=O)NC(CC1=CC=CC=C1)C(=O)NCC(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CCSC)C(=O)NC(C(C)C)C(=O)NC(CC3=CC=CC=C3)C(=O)O)N,2,32,7,0,8,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,14,0
CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)N5CCCC5C(=O)NC(CO)C(=O)NCC(=O)NC(CS)C(=O)N6CCCC6C(=O)NC(CO)C(=O)NCC(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)NC(CC9=CN=CN9)C(=O)NC(CC(=O)N)C(=O)NC(CS)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CC1=CN=CN1)C(=O)NCC(=O)N1CCCC1C(=O)NC(CC(=O)N)C(=O)NC(C(C)CC)C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CS)C(=O)NC(CS)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)O)NC(=O)CNC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)CN,2,31,9,0,10,0,0,0,0,0,4,0,0,0,10,0,1,0,0,0,0,0,0,0,14,0
CCC(C)C(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)O)NC(=O)CNC(=O)C(CCCCN)N,2,34,9,0,8,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,17,0
C1CC(N(C1)C(=O)C(CCCN=C(N)N)N)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)N,2,35,6,0,14,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)OC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CO)NC(=O)C(CC3=CC=CC=C3)NC(=O)CNC(=O)C4CC(CN4)O,2,30,8,0,11,0,0,0,0,0,5,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CC(C(C(=O)N1CCCC1C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)CNC(=O)C4CCCN4C(=O)C5CCCN5C(=O)C(CCCN=C(N)N)N)O,2,31,7,0,10,0,0,0,0,0,7,0,0,0,9,0,2,0,0,0,0,0,0,0,12,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)C5CCCN5C(=O)C(CCCN=C(N)N)N,2,31,7,0,9,0,0,0,0,0,5,0,0,0,9,0,3,0,0,0,0,0,0,0,13,0
C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)CNC(CCCN=C(N)N)C(=O)O,2,31,7,0,11,0,0,0,0,0,7,0,0,0,8,0,2,0,0,0,0,0,0,0,12,0
CC(C)CC(C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=CC=C2)CO)NC(=O)CNC(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)(C)N(C)C(=O)C,2,31,8,0,8,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,19,0
CCC(C)C(C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=CC=C2)CO)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C,2,31,8,0,8,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0
CCC(C)C(C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=CC=C2)CO)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C,2,31,8,0,8,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C(C)C)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)N3CCCC3C(=O)NC(CCC(=O)O)C(=O)NC(CC4=CN=CN4)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)NC(CC6=CC=C(C=C6)O)C(=O)NCC(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CO)C(=O)N7CCCC7C(=O)NC(CCCNC(=N)N)C(=O)NC(CO)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC8=CN=CN8)NC(=O)C9CSSCC(C(=O)NC(C(=O)NC1CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N9)CC2=CC=CC=C2)CC2=CC=C(C=C2)O)C(C)C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CO)CO)CC(C)C)CCSC)CC(=O)O)CCCCN)CCC(=O)O)CO)N,2,31,10,0,8,0,0,0,0,0,4,0,0,0,9,0,1,0,0,0,0,0,0,0,15,0
CC(C)CC(C(=O)NC(CCSC)C(=O)OC)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N,2,32,8,0,10,0,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CCC(C)C(C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2CCCN2C(=O)C(CO)NC(=O)C(CC3=CC=CC=C3)NC(=O)CNC(=O)C4CCCN4C(=O)C5CCCN5C(=O)C(CCCN=C(N)N)NC(=O)C(C)N,2,32,8,0,10,0,0,0,0,0,5,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CCC(C)C(C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)NC(=O)C(CC(=O)O)N,2,31,9,0,8,0,1,0,0,0,2,0,0,0,9,0,2,0,0,0,0,0,0,0,16,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC3=CN=CN3)N,2,32,7,0,9,0,0,0,0,0,5,0,0,0,10,0,1,0,0,0,0,0,0,0,14,0
CC(C)CC(C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CO)C(=O)O)NC(=O)C(CO)NC(=O)C(CO)N,2,29,11,0,7,0,0,0,0,0,3,0,0,0,9,0,2,0,0,0,0,0,0,0,15,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)NCCCNCCCCNCCCN)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N,2,35,7,0,11,0,0,0,0,0,4,0,0,0,8,0,2,0,0,0,0,0,0,0,12,0
C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(CC5=CC=CS5)C(=O)N(C(=O)CNC(=O)C6CC(CN6)O)C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)N)C(=O)O,2,31,8,0,8,0,0,0,0,0,10,0,0,0,8,0,2,0,0,0,0,0,0,0,12,0
C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CC3=CC4=CC=CC=C4C=C3)N)C(=O)NCC(=O)NC(CC5=CC=CS5)C(=O)NC(CO)C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CC7=CC=CS7)C(=O)O,2,27,7,0,5,0,1,0,0,0,10,0,0,0,9,0,5,0,0,0,0,0,0,0,11,0
CC(C)CC(C(=O)NC(CCS(=O)(=O)C)C(=O)N)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)C5CCCN5C(=O)C(CCCN=C(N)N)N,2,31,8,0,9,0,0,0,0,0,5,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CC(C)C(C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)O)N,2,39,8,0,11,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,15,0
CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)O)N,2,34,11,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,17,0
CC(C)CC(C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=CC=C2)CO)NC(=O)CNC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C,2,31,8,0,8,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,19,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CN=CN1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)N,2,28,6,0,7,0,0,0,0,0,7,0,0,0,9,0,5,0,0,0,0,0,0,0,12,0
CCC(C)C(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)O)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC7=CN=CN7)N,2,31,11,0,8,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,0,16,0
CCC(C)C(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(CO)C(=O)O)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC7=CN=CN7)N,2,32,10,0,8,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,0,16,0
CCCCC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N,2,33,7,0,10,0,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CC(C)CC(C(=O)NC(CCSC)C(=O)O)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(CC2=CN=CN2)N,2,31,10,0,8,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,0,0,0,0,15,0
CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)OC(=O)C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCC(=O)OC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C(C)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)OC(=O)CCC(C(=O)N)NC(=O)C(CCC(=O)N)N)N,2,33,9,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0
CCC(C)C(C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC(=O)O)N,2,30,12,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,17,0
CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NCC(=O)NC(CC(C)C)C(=O)O)N,2,33,9,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,17,0
CC#CC#CC=C1C2C(O2)C3(O1)CCC(CO3)OC(=O)CC(C)C,2,38,11,0,0,0,0,0,0,0,13,0,0,0,2,0,2,0,0,0,0,0,0,0,11,4
CC(C)CC(C(=O)NC(=O)C(C(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(CC2=CN=CN2)N)NC(=O)C(CC(C)C)NC(=O)C(C)(C)N,2,32,8,0,9,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,0,0,0,0,17,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)C4CCCN4C(=O)C(CCCCN)N,2,31,8,0,9,0,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,0,0,14,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCNC(=N)N)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CCCCN)N,2,30,8,0,11,0,0,0,0,0,3,0,0,0,10,0,2,0,0,0,0,0,0,0,13,0
CC(C)CC(C(=O)NC(CCSC)C(=O)OC)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCN=C(N)N)N,2,32,8,0,10,0,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)N)C(=O)NCC(=O)NC(CC3=CC=C(C=C3)[N+](=O)[O-])C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O,2,27,8,0,10,0,0,0,0,0,6,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CC(C)CC(C(=O)NC(CO)C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C3CCCN3C(=O)C(C)N,2,29,8,0,9,0,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,0,0,14,0
CC(=O)O.CC(=O)O.CC(=O)O.C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O,2,29,10,0,9,0,0,0,0,0,6,0,0,0,9,0,2,0,0,0,1,0,0,0,12,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCNC(=O)CCCCC4C5C(CS4)NC(=O)N5)NC(=O)C6CCCN6C(=O)C(CCCN=C(N)N)N,2,33,7,0,10,0,1,0,0,0,6,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CC(C(=O)NC(CC(=O)N)C(=O)N1CCCC1C(=O)OC(=O)C(CC(=O)N)NC(=O)C2CCCN2C(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(=O)N)NC(=O)C3CCCN3C(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(=O)N)NC(=O)C(CS)NC(=O)C)N,2,29,11,0,10,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,16,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C6CCCN6C(=O)C(CCCCN)NC(=O)C7CCCN7C(=O)C(CCCN=C(N)N)N,2,31,6,0,10,0,0,0,0,0,7,0,0,0,9,0,3,0,0,0,0,0,0,0,12,0
CC(=O)O.CC(=O)O.CC(=O)O.C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O,2,30,10,0,9,0,0,0,0,0,5,0,0,0,9,0,2,0,0,0,1,0,0,0,12,0
