SMILES,KELAS,C,O,B,N,P,S,F,Cl,Br,Z,@,I,COC,=,[O-],C=C,N+,C=O,:,.,-,+,[],(),#
C1CC(N(C1)C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)C(=O)C(C(O)O)(C(CCN=C(N)N)(C(C2=NC=CC3=CC=CC=C32)O)C(=O)C4C5=CC=CC=C5CCN4)N(C(=O)CNC(=O)C6CC(CN6)O)C(=O)C(CO)NC(=O)C(CC7=CC=CS7)N,2,26,7,0,10,0,0,0,0,0,7,0,0,0,8,0,3,0,0,0,0,0,0,0,14,0
CCCCC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N,2,33,7,0,10,0,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC3=CN=CN3)NC(=O)C4CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4)CC5=CC=CC=C5)CC6=CC=C(C=C6)O)C(C)C)N,2,29,7,0,7,0,1,0,0,0,6,0,0,0,9,0,3,0,0,0,0,0,0,0,14,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C5CCCN5C(=O)C(CCCCN)NC(=O)C6CCCN6C(=O)C(CCCN=C(N)N)N,2,31,6,0,10,0,0,0,0,0,6,0,0,0,9,0,3,0,0,0,0,0,0,0,12,0
CCCCC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)N=[N+]=[N-])NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)NC(=O)C(CC5=CC=C(C=C5)O)N,2,29,7,0,10,0,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC(C)C)N,2,36,9,0,8,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,16,0
CC(C)CC(C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)N,2,38,8,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,17,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC3=CN=CN3)NC(=O)C4CSSCC(C(=O)NC(C(=O)NC5CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4)CC6=CC=C(C=C6)O)CC7=CC=C(C=C7)O)C(C)C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC5=O)CC8=CC=CC=C8)C(C)O)CC9=CC=C(C=C9)O)CCCCN)CC(=O)O)CCCCN)CCC(=O)O)C(C)O)N,2,29,9,0,7,0,1,0,0,0,5,0,0,0,9,0,2,0,0,0,0,0,0,0,14,0
CC(C)CC(C(=O)NC(CCSC)C(=O)O)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(=O)N)N,2,29,8,0,7,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,14,0
CC(C(C(=O)O)NC(=O)C1CCCN1C(=O)C(CCCCN)N)O,2,36,12,0,9,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0
CC(C)CC(C(=O)NC(CO)C(=O)NC(CC1=CN=CN1)C(=O)NC(CCCCN)C(=O)NCC(=O)N2CCCC2C(=O)NC(CCSC)C(=O)N3CCCC3C(=O)NC(CC4=CC=CC=C4)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C5CCCN5C(=O)C(CCCN=C(N)N)N,2,34,8,0,12,0,0,0,0,0,5,0,0,0,9,0,1,0,0,0,0,0,0,0,13,0
CCC(C)C(C(=O)NC(CO)C(=O)NC(CC1=CN=CN1)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)N)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CC4=CN=CN4)NC(=O)CNC(=O)C(C)NC(=O)C(CC(=O)O)N,2,31,9,0,11,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0
CCC(C)C(C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=CC=C2)CO)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C,2,31,8,0,8,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,19,0
CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)N)C(=O)NC(CCSC)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NCC(=O)NC(CC5=CC=C(C=C5)O)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCCCN)C(=O)N)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC6=CN=CN6)N,2,31,9,0,10,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,0,0,0,0,16,0
C1CCNC(=O)C(NC(=O)C(NC(=O)C2CCCN2C(=O)CNC(=O)C(NC(=O)CNC(=O)C3CCCN3C(=O)C4CCCN4C(=O)C(C1)N)CC5=CC=CC=C5)CC6=CC=CC=C6)CCCN=C(N)N,2,32,7,0,10,0,0,0,0,0,9,0,0,0,9,0,3,0,0,0,0,0,0,0,11,0
CCCCCCCCCCCCN1CCCC1C(=O)NC(=O)C(CCCCN)NC(=O)C2CCCN2C(=O)C(CCCN=C(N)N)N,2,48,5,0,12,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0
CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC3=CN=CN3)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CN=CN5)NC(=O)C6CCCN6C(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C7CCCN7C(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)N,2,33,10,0,8,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,16,0
CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN=CN2)NC(=O)C(CC3=CN=CN3)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC6=CN=CN6)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CC7=CN=CN7)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C)N,2,32,9,0,10,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,16,0
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CO)NC(=O)C(CC2=CC=CC=C2)NC(=O)CNC(=O)C3CC(CN3C(=O)C4CCCN4C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C)O,2,30,8,0,11,0,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)OC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC3C=NC=N3)NC(=O)C(C)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)OC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)N)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CCSC)N)N,2,30,10,0,7,0,0,0,0,0,3,0,0,0,9,0,1,0,0,0,0,0,0,0,16,0
C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)N)C(=O)NCC(=O)NC(CC3=CC=CS3)C(=O)NC(CO)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CC5=CC=CS5)C(=O)NC(CCCN=C(N)N)C(=O)O,2,29,7,0,10,0,1,0,0,0,6,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)N,2,29,10,0,9,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,15,0
C1CC(N(C1)C(=O)C(CCCN=C(N)N)N)C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)O,2,33,9,0,12,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0
CC1=CC=C(C=C1)OCCN(C2=CC=CC=C2OC)C(=O)CN3CCCCC3.Cl,2,32,6,0,4,0,0,0,2,0,14,0,0,0,6,0,8,0,0,0,2,0,0,0,6,0
CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)N,2,29,6,0,7,0,1,0,0,0,5,0,0,0,8,0,5,0,0,0,0,0,0,0,12,0
CC(C)CC(C(=O)NC(CCS(=O)(=O)C)C(=O)N)NC(=O)CN(C)C(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N,2,31,8,0,10,0,0,0,0,0,4,0,0,0,10,0,2,0,0,0,0,0,0,0,14,0
CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CC3=CN=CN3)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCSC)C(=O)N)NC(=O)C(CC(=O)N)NC(=O)CN,2,29,8,0,10,0,0,0,0,0,5,0,0,0,10,0,2,0,0,0,0,0,0,0,14,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC3=CN=CN3)N,2,32,8,0,8,0,0,0,0,0,5,0,0,0,10,0,1,0,0,0,0,0,0,0,14,0
CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N)N3CCC4(C3=O)CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C7CCCN7C(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C8CCCN8,2,30,8,0,8,0,0,0,0,0,8,0,0,0,9,0,3,0,0,0,0,0,0,0,12,0
C1CCC2C(C1)C(C(N2)C(=O)NC(CCCN=C(N)N)C(=O)O)C(=O)C3CC4=CC=CC=C4C(N3)C(=O)C(CO)NC(=O)C(C5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O,2,30,7,0,11,0,0,0,0,0,8,0,0,0,8,0,1,0,0,0,0,0,0,0,13,0
CC1C(C(CC(O1)OC2C3C4C5=NC(=CS5)C(=O)NC(COC(=O)C6=C(CO3)C7=C(COC2=O)C=CC=C7N6O)C8=NC(=CS8)C9=NC(=C(C=C9C1=NC(=CS1)C(=O)NC(C(=O)NC(=C(C)OC)C1=NC(=CS1)C(=O)N4)C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)N)(C)O)N(C)C.C(=O)(C(F)(F)F)O,2,24,8,0,6,0,2,1,0,0,10,0,0,0,11,0,1,0,0,0,0,0,0,0,14,0
C1CCC2C(C1)CC(N2C(=O)C3CC(CN3C(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)CNC(=O)C5CC(CN5C(=O)C6CCCN6C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)SC7=CC=CC=C7)C(=O)NC(CCCN=C(N)N)C(=O)O,2,31,7,0,11,0,0,0,0,0,8,0,0,0,8,0,2,0,0,0,0,0,0,0,12,0
CCC(C)CCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC3C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,2,30,12,0,7,0,0,0,0,0,3,0,0,0,10,0,1,0,0,0,0,0,0,0,14,0
CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)O)C(=O)NC(CS)C(=O)NC(CC(=O)N)C(=O)NC(CS)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NCC(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CO)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CS)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC5=CNC6=CC=CC=C65)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)C(CC7=CN=CN7)NC(=O)C(CCSC)NC(=O)C(CS)NC(=O)C(C(C)C)NC(=O)CNC(=O)CNC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(CC8=CC=C(C=C8)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(CS)NC(=O)CNC(=O)C1CCCN1C(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)N,2,28,10,0,9,0,0,0,0,0,3,0,0,0,9,0,1,0,0,0,0,0,0,0,16,0
CC(C)CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N)N3CCC4(C3=O)CCCN4C(=O)C(CC5=CC=CC=C5)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)C8CCCN8C(=O)C(CCCN=C(N)N)N,2,32,6,0,9,0,0,0,0,0,8,0,0,0,9,0,3,0,0,0,0,0,0,0,11,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC3=CN=CN3)NC(=O)C4CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4)CC5=CC=CC=C5)CC6=CC=C(C=C6)O)C(C)C)N,2,29,7,0,7,0,1,0,0,0,6,0,0,0,9,0,3,0,0,0,0,0,0,0,14,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC3=CNC=N3)NC(=O)C(C)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)CCC(=O)O,2,29,10,0,6,0,0,0,0,0,4,0,0,0,10,0,2,0,0,0,0,0,0,0,15,0
CC=C1C2=NC(CS2)C(=O)NC(C3=NC(=CS3)C(=O)NC4C(OC(=O)C5=NC6=C(C=CC(C6O)NC(C(=O)NC(=C)C(=O)NC(=C)C(=O)NC(C(=O)NC7(CCC(=NC7C8=CSC4=N8)C9=NC(=CS9)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C2=NC(=CS2)C(=O)NC(C(=O)N1)C(C)O)C)C(C)C)C(=C5)C(C)O)C)C(C)(C(C)O)O,2,28,7,0,8,0,2,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,15,0
CC(C)CC(C(CC(=O)S)O)N,2,38,9,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0
CC1C(=O)NC(C(=O)NC(CSSCC2C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC3CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)O)CC4=CC=C(C=C4)O)CC(=O)O)C(C)O)NC(=O)C5CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N5)CO)CCC(=O)N)CC6=CC=C(C=C6)O)CC7=CC=C(C=C7)O)CO)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N2)CCCNC(=N)N)CCCCN)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)O)N)NC(=O)C(NC3=O)CCC(=O)N)CC(=O)O)CCC(=O)O)CC(C)C)CCCCN)CCCCN)CC(=O)O)C(C)C)CC(=O)N)CC8=CC=CC=C8)CCC(=O)O)C(C)O)C(=O)NC(CCCCN)C(=O)N9CCCC9C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)O)CCC(=O)O,2,29,11,0,8,0,1,0,0,0,2,0,0,0,9,0,1,0,0,0,0,0,0,0,16,0
CC1C(=O)NC(C(=O)NC(CSSCC2C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC3CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)O)CC4=CC=C(C=C4)O)CC(=O)O)C(C)O)NC(=O)C5CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N5)CO)CCC(=O)N)CC6=CC=C(C=C6)O)CC7=CC=C(C=C7)O)CO)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N2)CCCNC(=N)N)CCCCN)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)O)N)NC(=O)C(NC3=O)CCC(=O)N)CC(=O)O)CCC(=O)O)CC(C)C)CCCCN)CCCCN)CC(=O)O)C(C)C)CC(=O)N)CC8=CC=CC=C8)CCC(=O)O)C(C)O)C(=O)NC(CCCCN)C(=O)N9CCCC9C(=O)NC(CCC(=O)N)C(=O)NC(C(C)C)C(=O)O)CCC(=O)O,2,29,11,0,8,0,1,0,0,0,2,0,0,0,9,0,1,0,0,0,0,0,0,0,16,0
COCCOC(=O)NCCNC(=O)CCN1C(=O)CC(C1=O)SCCCNC(CCSC)C(=O)O,2,31,11,0,7,0,3,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,11,0
CC(C)CC(C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C6CCCN6C(=O)C(CCCCN)NC(=O)C7CCCN7C(=O)C(CCCN=C(N)N)N,2,31,6,0,10,0,0,0,0,0,7,0,0,0,9,0,3,0,0,0,0,0,0,0,12,0
CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC3=CN=CN3)NC(=O)C4CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4)CC5=CC=CC=C5)CC6=CC=C(C=C6)O)C(C)C)N,2,29,7,0,7,0,1,0,0,0,6,0,0,0,9,0,3,0,0,0,0,0,0,0,14,0
CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(C)C(=O)N3CCCC3C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CO)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCSC)N,2,31,9,0,9,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,17,0
CCC(C)C(C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O)N,2,31,8,0,10,0,0,0,0,0,6,0,0,0,9,0,2,0,0,0,0,0,0,0,13,0
CCC(C)C(C(=O)NC(CC(C)C)C1=NC(=CS1)C(=O)NC(CO)C(=O)NCC(=O)NCC2=NC(=C(O2)C)C(=O)NC(CC(C)C)C(=O)NC(=C)C3=NC(=CO3)C(=O)NC(C)C(=O)NCC4=NC(=CS4)C(=O)NC(C(C)C)C(=O)O)NC(=O)C5=C(OC(=N5)C(=C)NC(=O)C(C(C)C)NC(=O)C6=C(OC(=N6)C(C)NC(=O)C)C)C,2,31,8,0,8,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,16,0
CC1C2=NC(=CS2)C(=O)NC(=C)C(=O)NC(=C)C3=NC(=CO3)C4=C(C=CC(=N4)C(=O)NC(=C)C(=O)N)C5=NC(=CS5)C(=O)NC(C(=O)NC(C6=NC(=CO6)C(=O)NCC7=NC(=CS7)C(=O)N1)CSC)C(C)O,2,26,7,0,9,0,2,0,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,13,0
CC(C)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCCN)N,2,32,12,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,16,0
